Genre,RecordOrigin,RecordCreationDate,RecordIdentifier,Roll
Article in journal,u15xttyk,2021-09-09,1592520,okänd
Article in journal,u15xttyk,2021-09-09,1592530,okänd
Article in journal,u1uu7lyn,2021-09-09,1592452,okänd
Article in journal,u19i299o,2021-09-09,1592874,okänd
Article in journal,u1e71eyv,2021-09-09,1592786,okänd
Article in journal,u1iq8nyf,2021-09-09,1592895,okänd
Article in journal,u1ymswuh,2021-09-10,1593189,KTHB
Conference paper,u18q3zv4,2021-09-10,1593213,okänd
Article in journal,u1ymswuh,2021-09-10,1592928,KTHB
Conference paper,u18q3zv4,2021-09-10,1593209,okänd
Conference paper,u1j8w3cj,2021-09-10,1593229,okänd
Article in journal,u1lhhas7,2021-09-10,1593232,okänd
Article in journal,u1lhhas7,2021-09-10,1593233,okänd
Article in journal,u1lhhas7,2021-09-10,1593235,okänd
Article in journal,u1edunwe,2021-09-10,1593138,KTHB
Article in journal,u1iq8nyf,2021-09-10,1592896,okänd
Article in journal,u1coq1jm,2021-09-13,1593423,KTHB
Conference paper,u1coq1jm,2021-09-13,1593633,KTHB
Chapter in book,u1coq1jm,2021-09-13,1593431,KTHB
Conference paper,u1coq1jm,2021-09-13,1593537,KTHB
Conference paper,u1coq1jm,2021-09-13,1593528,KTHB
Article in journal,u1coq1jm,2021-09-13,1593640,KTHB
Article in journal,u1coq1jm,2021-09-13,1593429,KTHB
Conference paper,u1coq1jm,2021-09-13,1593414,KTHB
Conference paper,u1coq1jm,2021-09-13,1593425,KTHB
Chapter in book,u1coq1jm,2021-09-13,1593623,KTHB
Conference paper,u1coq1jm,2021-09-13,1593433,KTHB
Conference paper,u1coq1jm,2021-09-13,1593559,KTHB
Conference paper,u1coq1jm,2021-09-13,1593500,KTHB
Conference paper,u13h9uqy,2021-09-13,1593693,KTHB
Conference paper,u1ymswuh,2021-09-13,1593389,KTHB
Conference paper,u1s7as48,2021-09-13,1593525,okänd
Conference paper,u1ymswuh,2021-09-13,1593386,KTHB
Conference paper,u1ymswuh,2021-09-13,1593392,KTHB
Conference paper,u1xfckmj,2021-09-13,1593403,okänd
Article in journal,u1m5nend,2021-09-13,1593733,okänd
Article in journal,u1qrypdz,2021-09-13,1593621,okänd
Conference paper,u1m5nend,2021-09-13,1593729,okänd
Article in journal,u1farda5,2021-09-13,1593706,okänd
Conference paper,u1xfckmj,2021-09-13,1593404,okänd
Conference paper,u14vi0bu,2021-09-13,1593451,okänd
Article in journal,u1tbeep3,2021-09-13,1593714,okänd
Conference paper,u14vi0bu,2021-09-13,1593438,okänd
Chapter in book,u1coq1jm,2021-09-14,1593896,KTHB
Chapter in book,u1coq1jm,2021-09-14,1593750,KTHB
Conference paper,u1coq1jm,2021-09-14,1593880,KTHB
Conference paper,u1coq1jm,2021-09-14,1593771,KTHB
Article in journal,u1coq1jm,2021-09-14,1593886,KTHB
Conference paper,u1coq1jm,2021-09-14,1593763,KTHB
Conference paper,u1coq1jm,2021-09-14,1593797,KTHB
Conference paper,u1coq1jm,2021-09-14,1593884,KTHB
Conference paper,u1coq1jm,2021-09-14,1593856,KTHB
Conference paper,u1coq1jm,2021-09-14,1593754,KTHB
Conference paper,u1coq1jm,2021-09-14,1593863,KTHB
Chapter in book,u1coq1jm,2021-09-14,1593795,KTHB
Conference paper,u1coq1jm,2021-09-14,1593831,KTHB
Chapter in book,u1coq1jm,2021-09-14,1593818,KTHB
Conference paper,u1coq1jm,2021-09-14,1593816,KTHB
Conference paper,u1coq1jm,2021-09-14,1593858,KTHB
Article in journal,u1coq1jm,2021-09-14,1593878,KTHB
Conference paper,u1coq1jm,2021-09-14,1593751,KTHB
Conference paper,u1coq1jm,2021-09-14,1593870,KTHB
Chapter in book,u1coq1jm,2021-09-14,1593772,KTHB
Article in journal,u1o2txrh,2021-09-14,1593944,KTHB
Conference paper,u1o2txrh,2021-09-14,1593849,KTHB
Article in journal,u1o2txrh,2021-09-14,1593901,KTHB
Article in journal,u1o2txrh,2021-09-14,1593823,KTHB
Article in journal,u1o2txrh,2021-09-14,1593917,KTHB
Article in journal,u1o2txrh,2021-09-14,1593813,KTHB
Article in journal,u1o2txrh,2021-09-14,1593819,KTHB
Article in journal,u1x8gu9s,2021-09-14,1593807,okänd
Article in journal,u1o2txrh,2021-09-14,1593912,KTHB
Article in journal,u1hxg2v8,2021-09-14,1593826,okänd
Conference paper,u1o2txrh,2021-09-14,1593837,KTHB
Article in journal,u1h89c4y,2021-09-14,1594140,okänd
Article in journal,u1coq1jm,2021-09-15,1594277,KTHB
Article in journal,u1coq1jm,2021-09-15,1594264,KTHB
Conference paper,u1coq1jm,2021-09-15,1594272,KTHB
Conference paper,u1coq1jm,2021-09-15,1594250,KTHB
Article in journal,u1coq1jm,2021-09-15,1594254,KTHB
Conference paper,u1coq1jm,2021-09-15,1594246,KTHB
Conference paper,u1coq1jm,2021-09-15,1594299,KTHB
Conference paper,u1coq1jm,2021-09-15,1594314,KTHB
Article in journal,u1coq1jm,2021-09-15,1594288,KTHB
Article in journal,u1coq1jm,2021-09-15,1594286,KTHB
Article in journal,u1coq1jm,2021-09-15,1594291,KTHB
Article in journal,u1coq1jm,2021-09-15,1594295,KTHB
Chapter in book,u1coq1jm,2021-09-15,1594339,KTHB
Chapter in book,u1coq1jm,2021-09-15,1594260,KTHB
Chapter in book,u1coq1jm,2021-09-15,1594332,KTHB
Conference paper,u13h9uqy,2021-09-15,1594315,KTHB
Conference paper,u1ymswuh,2021-09-15,1594227,KTHB
Conference paper,u1ymswuh,2021-09-15,1594285,KTHB
Conference paper,u1ymswuh,2021-09-15,1594240,KTHB
Conference paper,u1i8jvxh,2021-09-15,1594338,KTHB
Conference paper,u1i8jvxh,2021-09-15,1594275,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594598,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594607,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594596,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594597,KTHB
Conference paper,u1ymswuh,2021-09-15,1594393,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594602,KTHB
Conference paper,u13h9uqy,2021-09-15,1594319,KTHB
Conference paper,u1ymswuh,2021-09-15,1594408,KTHB
Conference paper,u1ymswuh,2021-09-15,1594380,KTHB
Conference paper,u1ymswuh,2021-09-15,1594365,KTHB
Conference paper,u1i8jvxh,2021-09-15,1594336,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594604,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594600,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594605,KTHB
Conference paper,u1ymswuh,2021-09-15,1594293,KTHB
Conference paper,u1i8jvxh,2021-09-15,1594271,KTHB
Conference paper,u1ymswuh,2021-09-15,1594369,KTHB
Article in journal,u1dnh3dm,2021-09-15,1594603,KTHB
Conference paper,u1ymswuh,2021-09-15,1594373,KTHB
Conference paper,u1ymswuh,2021-09-15,1594387,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594509,KTHB
Conference paper,u1h5dnh1,2021-09-15,1594386,okänd
Article in journal,u1ltzjxx,2021-09-15,1594226,KTHB
Article in journal,u13yq2s5,2021-09-15,1594345,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594330,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594355,KTHB
Conference paper,u1dju0ec,2021-09-15,1594202,okänd
Conference paper,u1h5dnh1,2021-09-15,1594379,okänd
Article (review/survey),u1ltzjxx,2021-09-15,1594391,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594216,KTHB
Article in journal,u1mzh00z,2021-09-15,1594568,okänd
Article in journal,u1ltzjxx,2021-09-15,1594350,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594524,KTHB
Article in journal,u1ltzjxx,2021-09-15,1594376,KTHB
Conference paper,u1s4fzm8,2021-09-15,1594150,okänd
Article in journal,u1ltzjxx,2021-09-15,1594495,KTHB
Article in journal,u1mzh00z,2021-09-15,1594569,okänd
Article in journal,u1mzh00z,2021-09-15,1594572,okänd
Article in journal,u1c5ikv9,2021-09-15,1594447,okänd
Article in journal,u1ltzjxx,2021-09-15,1594505,KTHB
Article in journal,u1o2txrh,2021-09-16,1594697,KTHB
Article in journal,u1o2txrh,2021-09-16,1594682,KTHB
Conference paper,u1ymswuh,2021-09-16,1594942,KTHB
Conference paper,u1ymswuh,2021-09-16,1594938,KTHB
Article in journal,u1ymswuh,2021-09-16,1594813,KTHB
Conference paper,u1ymswuh,2021-09-16,1594771,KTHB
Article in journal,u1o2txrh,2021-09-16,1594884,KTHB
Article in journal,u1o2txrh,2021-09-16,1594806,KTHB
Article in journal,u1o2txrh,2021-09-16,1594833,KTHB
Article (review/survey),u1o2txrh,2021-09-16,1594675,KTHB
Article in journal,u1o2txrh,2021-09-16,1594909,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594713,KTHB
Article in journal,u1o2txrh,2021-09-16,1594914,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594807,KTHB
Article in journal,u1o2txrh,2021-09-16,1594873,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594681,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594762,KTHB
Article in journal,u1o2txrh,2021-09-16,1594740,KTHB
Article in journal,u1o2txrh,2021-09-16,1594732,KTHB
Article in journal,u1o2txrh,2021-09-16,1594821,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594812,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594792,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594975,KTHB
Article in journal,u1o2txrh,2021-09-16,1594922,KTHB
Article in journal,u1o2txrh,2021-09-16,1594811,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594982,KTHB
Article in journal,u1o2txrh,2021-09-16,1594899,KTHB
Article in journal,u1o2txrh,2021-09-16,1594705,KTHB
Article in journal,u1o2txrh,2021-09-16,1594854,KTHB
Article in journal,u1o2txrh,2021-09-16,1594870,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594700,KTHB
Article in journal,u1nssmpd,2021-09-16,1594624,okänd
Article in journal,u1ltzjxx,2021-09-16,1594984,KTHB
Article in journal,u1o2txrh,2021-09-16,1594798,KTHB
Article in journal,u1o2txrh,2021-09-16,1594895,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594695,KTHB
Article in journal,u1o2txrh,2021-09-16,1594858,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594985,KTHB
Article in journal,u1o2txrh,2021-09-16,1594840,KTHB
Article in journal,u1o2txrh,2021-09-16,1594903,KTHB
Article in journal,u1o2txrh,2021-09-16,1594709,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594751,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594841,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594756,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594827,KTHB
Article in journal,u1ltzjxx,2021-09-16,1594778,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595363,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595362,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595365,KTHB
Conference paper,u1ymswuh,2021-09-17,1595184,KTHB
Article in journal,u1ymswuh,2021-09-17,1595208,KTHB
Conference proceedings (editor),u1ymswuh,2021-09-17,1595198,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595368,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595369,KTHB
Conference paper,u1ymswuh,2021-09-17,1595201,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595367,KTHB
Conference paper,u1ymswuh,2021-09-17,1595192,KTHB
Conference paper,u1ymswuh,2021-09-17,1595190,KTHB
Article in journal,u1dnh3dm,2021-09-17,1595366,KTHB
Article in journal,u1o2txrh,2021-09-17,1595145,KTHB
Article in journal,u1o2txrh,2021-09-17,1595131,KTHB
Article in journal,u1o2txrh,2021-09-17,1595094,KTHB
Article in journal,u1o2txrh,2021-09-17,1595207,KTHB
Article in journal,u1o2txrh,2021-09-17,1595125,KTHB
Article in journal,u1o2txrh,2021-09-17,1595041,KTHB
Article in journal,u1o2txrh,2021-09-17,1595047,KTHB
Article in journal,u12rc2ga,2021-09-17,1595329,okänd
Article in journal,u1o2txrh,2021-09-17,1595218,KTHB
Article in journal,u1o2txrh,2021-09-17,1595110,KTHB
Article in journal,u1o2txrh,2021-09-17,1595193,KTHB
Article in journal,u1o2txrh,2021-09-17,1595088,KTHB
Article in journal,u1o2txrh,2021-09-17,1595214,KTHB
Conference paper,u1o2txrh,2021-09-17,1595252,KTHB
Article in journal,u1o2txrh,2021-09-17,1595108,KTHB
Article in journal,u1o2txrh,2021-09-17,1595113,KTHB
Article in journal,u1qnwwjs,2021-09-18,1595381,okänd
Conference paper,u1ej62en,2021-09-20,1595814,okänd
Article in journal,u1coq1jm,2021-09-20,1595622,KTHB
Chapter in book,u1coq1jm,2021-09-20,1595643,KTHB
Conference paper,u1coq1jm,2021-09-20,1595677,KTHB
Article in journal,u1coq1jm,2021-09-20,1595668,KTHB
Article in journal,u1coq1jm,2021-09-20,1595686,KTHB
Conference paper,u1coq1jm,2021-09-20,1595670,KTHB
Chapter in book,u1coq1jm,2021-09-20,1595611,KTHB
Article in journal,u1coq1jm,2021-09-20,1595565,KTHB
Chapter in book,u1coq1jm,2021-09-20,1595646,KTHB
Conference paper,u1i8jvxh,2021-09-20,1595725,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595647,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595724,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595569,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595805,KTHB
Article in journal,u1mrofzw,2021-09-20,1595853,okänd
Article in journal,u1ltzjxx,2021-09-20,1595796,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595861,KTHB
Article in journal,u1936jj0,2021-09-20,1595628,okänd
Article in journal,u1ltzjxx,2021-09-20,1595902,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595704,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595658,KTHB
Article in journal,u1ltzjxx,2021-09-20,1595574,KTHB
Conference paper,u1lhhas7,2021-09-20,1595635,okänd
Article in journal,u1mrofzw,2021-09-20,1595858,okänd
Article in journal,u1ltzjxx,2021-09-20,1595776,KTHB
Article (review/survey),u1ltzjxx,2021-09-20,1595690,KTHB
Article (review/survey),u1ltzjxx,2021-09-20,1595765,KTHB
Article in journal,u139s6xk,2021-09-20,1595881,okänd
Article in journal,u1coq1jm,2021-09-21,1595939,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596221,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596219,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596220,KTHB
Article (review/survey),u1dnh3dm,2021-09-21,1596216,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596213,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596218,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596217,KTHB
Article in journal,u1dnh3dm,2021-09-21,1596222,KTHB
Article in journal,u1ltzjxx,2021-09-21,1595920,KTHB
Chapter in book,u1t8ktzr,2021-09-21,1596227,okänd
Conference paper,u1h5dnh1,2021-09-22,1596521,okänd
Article in journal,u1mzh00z,2021-09-22,1596464,okänd
Conference paper,u165gotv,2021-09-23,1596993,okänd
Article in journal,u13yq2s5,2021-09-23,1596843,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597018,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597016,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597014,KTHB
Conference paper,u1i8jvxh,2021-09-23,1596978,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597019,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597013,KTHB
Article in journal,u1dnh3dm,2021-09-23,1597015,KTHB
Article in journal,u13yq2s5,2021-09-23,1596861,KTHB
Article in journal,u1i8jvxh,2021-09-23,1596986,KTHB
Chapter in book,u1wj24b7,2021-09-23,1596889,okänd
Article in journal,u1i8jvxh,2021-09-23,1596984,KTHB
Article in journal,u1i8jvxh,2021-09-23,1596976,KTHB
Article in journal,u1i8jvxh,2021-09-23,1596983,KTHB
Article in journal,u1i8jvxh,2021-09-23,1596980,KTHB
Article in journal,u1i8jvxh,2021-09-23,1596989,KTHB
Article (review/survey),u13yq2s5,2021-09-23,1596862,KTHB
Conference paper,u1a9yajb,2021-09-23,1596934,okänd
Chapter in book,u1btgcds,2021-09-24,1597067,okänd
Chapter in book,u1btgcds,2021-09-24,1597065,okänd
Chapter in book,u1btgcds,2021-09-24,1597063,okänd
Article in journal,u13yq2s5,2021-09-24,1597169,KTHB
Article in journal,u13yq2s5,2021-09-24,1597132,KTHB
Article in journal,u13yq2s5,2021-09-24,1597127,KTHB
Article in journal,u13yq2s5,2021-09-24,1597126,KTHB
Article in journal,u13yq2s5,2021-09-24,1597128,KTHB
Article in journal,u13yq2s5,2021-09-24,1597135,KTHB
Article in journal,u13yq2s5,2021-09-24,1597245,KTHB
Article in journal,u13yq2s5,2021-09-24,1597294,KTHB
Article (book review),u13yq2s5,2021-09-24,1597124,KTHB
Conference paper,u1oehpb0,2021-09-24,1597195,okänd
Article in journal,u1b9avjc,2021-09-24,1597257,okänd
Article in journal,u12rc2ga,2021-09-24,1597130,okänd
Article in journal,u1tdtd7u,2021-09-25,1597322,okänd
Article in journal,u1rp75t5,2021-09-25,1597311,okänd
Conference paper,u1i8jvxh,2021-09-27,1597736,KTHB
Conference paper,u1i8jvxh,2021-09-27,1597812,KTHB
Conference paper,u1i8jvxh,2021-09-27,1597808,KTHB
Conference paper,u1i8jvxh,2021-09-27,1597745,KTHB
Conference paper,u1i8jvxh,2021-09-27,1597739,KTHB
Conference paper,u1i8jvxh,2021-09-27,1597741,KTHB
Article in journal,u1o2txrh,2021-09-27,1597426,KTHB
Article in journal,u1krnrmy,2021-09-27,1597530,okänd
Article in journal,u1viejrx,2021-09-27,1597454,okänd
Conference paper,u13eghk0,2021-09-27,1597475,okänd
Article in journal,u1o2txrh,2021-09-27,1597501,KTHB
Article in journal,u1o2txrh,2021-09-27,1597486,KTHB
Conference paper,u1936jj0,2021-09-28,1597934,okänd
Conference paper,u1936jj0,2021-09-28,1597943,okänd
Conference paper,u1dqmemh,2021-09-28,1598184,okänd
Conference paper,u1936jj0,2021-09-28,1597939,okänd
Conference paper,u1i8jvxh,2021-09-28,1598020,KTHB
Conference paper,u1936jj0,2021-09-28,1597949,okänd
Conference paper,u1i8jvxh,2021-09-28,1598025,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598037,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598067,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598063,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598220,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598065,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598029,KTHB
Article in journal,u1btbrgf,2021-09-28,1598397,okänd
Article in journal,u1i8jvxh,2021-09-28,1598274,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598369,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598364,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598271,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598077,KTHB
Conference paper,u1xpi4ux,2021-09-28,1598155,okänd
Article in journal,u1i8jvxh,2021-09-28,1598075,KTHB
Article in journal,u1o2txrh,2021-09-28,1598177,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598287,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598056,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598081,KTHB
Article in journal,u1opd8t3,2021-09-28,1598024,okänd
Article in journal,u1i8jvxh,2021-09-28,1598032,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598046,KTHB
Article (review/survey),u1i8jvxh,2021-09-28,1598035,KTHB
Article (review/survey),u1i8jvxh,2021-09-28,1598083,KTHB
Article in journal,u1i8jvxh,2021-09-28,1598415,KTHB
Conference paper,u1igz10x,2021-09-28,1598413,okänd
Article in journal,u1i8jvxh,2021-09-28,1598078,KTHB
Article in journal,u1jzdpmf,2021-09-28,1598013,okänd
Article in journal,u11qqzc1,2021-09-28,1598023,okänd
Conference paper,u13h9uqy,2021-09-29,1598537,KTHB
Article in journal,u13yq2s5,2021-09-29,1598503,KTHB
Article in journal,u13yq2s5,2021-09-29,1598493,KTHB
Article in journal,u13yq2s5,2021-09-29,1598511,KTHB
Conference paper,u13h9uqy,2021-09-29,1598548,KTHB
Article in journal,u13h9uqy,2021-09-29,1598436,KTHB
Article in journal,u1o2txrh,2021-09-29,1598670,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598694,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598707,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598680,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598676,KTHB
Article in journal,u1o2txrh,2021-09-29,1598439,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598683,KTHB
Article in journal,u13h9uqy,2021-09-29,1598633,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598711,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598712,KTHB
Article in journal,u1i16rtf,2021-09-29,1598837,okänd
Article in journal,u1vipggh,2021-09-29,1598924,okänd
Article in journal,u13h9uqy,2021-09-29,1598558,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598688,KTHB
Article in journal,u1o2txrh,2021-09-29,1598649,KTHB
Article in journal,u13h9uqy,2021-09-29,1598622,KTHB
Article in journal,u1quqshw,2021-09-29,1598432,okänd
Article in journal,u1o2txrh,2021-09-29,1598451,KTHB
Article in journal,u13h9uqy,2021-09-29,1598553,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598647,KTHB
Article in journal,u1o2txrh,2021-09-29,1598440,KTHB
Article in journal,u1o2txrh,2021-09-29,1598720,KTHB
Article in journal,u1o2txrh,2021-09-29,1598679,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598705,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598665,KTHB
Article in journal,u1o2txrh,2021-09-29,1598709,KTHB
Article in journal,u10hyrrq,2021-09-29,1598819,okänd
Article in journal,u1o2txrh,2021-09-29,1598450,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598691,KTHB
Article in journal,u1o2txrh,2021-09-29,1598443,KTHB
Article (review/survey),u1o2txrh,2021-09-29,1598631,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598697,KTHB
Article in journal,u1o2txrh,2021-09-29,1598702,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598657,KTHB
Article in journal,u1i8jvxh,2021-09-29,1598673,KTHB
Article in journal,u1o2txrh,2021-09-29,1598446,KTHB
Article in journal,u1o2txrh,2021-09-29,1598641,KTHB
Article in journal,u1vipggh,2021-09-29,1598926,okänd
Article in journal,u1dfmuzo,2021-09-30,1599042,okänd
Article in journal,u1o2txrh,2021-09-30,1599198,KTHB
Conference paper,u1o2txrh,2021-09-30,1599130,KTHB
Article in journal,u1o2txrh,2021-09-30,1599081,KTHB
Article in journal,u13h9uqy,2021-09-30,1599184,KTHB
Article in journal,u13h9uqy,2021-09-30,1599187,KTHB
Article in journal,u1o2txrh,2021-09-30,1599121,KTHB
Article in journal,u13h9uqy,2021-09-30,1599170,KTHB
Article in journal,u13h9uqy,2021-09-30,1599180,KTHB
Article in journal,u1o2txrh,2021-09-30,1599185,KTHB
Conference paper,u13yq2s5,2021-10-01,1599819,KTHB
Conference paper,u13yq2s5,2021-10-01,1599768,KTHB
Article in journal,u13yq2s5,2021-10-01,1599774,KTHB
Article in journal,u13yq2s5,2021-10-01,1599810,KTHB
Conference paper,u13yq2s5,2021-10-01,1599770,KTHB
Chapter in book,u13yq2s5,2021-10-01,1599776,KTHB
Article in journal,u13yq2s5,2021-10-01,1599805,KTHB
Conference paper,u13yq2s5,2021-10-01,1599790,KTHB
Conference paper,u13yq2s5,2021-10-01,1599771,KTHB
Article in journal,u13yq2s5,2021-10-01,1599764,KTHB
Conference paper,u13yq2s5,2021-10-01,1599798,KTHB
Conference paper,u13yq2s5,2021-10-01,1599780,KTHB
Chapter in book,u13yq2s5,2021-10-01,1599793,KTHB
Conference paper,u13yq2s5,2021-10-01,1599779,KTHB
Conference paper,u13yq2s5,2021-10-01,1599765,KTHB
Chapter in book,u13yq2s5,2021-10-01,1599801,KTHB
Article in journal,u13yq2s5,2021-10-01,1599808,KTHB
Conference paper,u13yq2s5,2021-10-01,1599781,KTHB
Article in journal,u13yq2s5,2021-10-01,1599767,KTHB
Conference paper,u13yq2s5,2021-10-01,1599809,KTHB
Article in journal,u13yq2s5,2021-10-01,1599794,KTHB
Article in journal,u13yq2s5,2021-10-01,1599806,KTHB
Conference paper,u13yq2s5,2021-10-01,1599747,KTHB
Article in journal,u13yq2s5,2021-10-01,1599797,KTHB
Conference paper,u13yq2s5,2021-10-01,1599813,KTHB
Article in journal,u13h9uqy,2021-10-01,1599515,KTHB
Article in journal,u13yq2s5,2021-10-01,1599783,KTHB
Conference paper,u13yq2s5,2021-10-01,1599816,KTHB
Conference paper,u13yq2s5,2021-10-01,1599735,KTHB
Conference paper,u13yq2s5,2021-10-01,1599766,KTHB
Article in journal,u13yq2s5,2021-10-01,1599804,KTHB
Conference paper,u13yq2s5,2021-10-01,1599814,KTHB
Article in journal,u1h91t0v,2021-10-01,1599482,okänd
Article in journal,u1eangz4,2021-10-01,1599603,okänd
Article in journal,u1dfmuzo,2021-10-01,1599544,okänd
Conference paper,u13yq2s5,2021-10-02,1599868,KTHB
Conference paper,u13yq2s5,2021-10-02,1599867,KTHB
Conference paper,u13yq2s5,2021-10-02,1599881,KTHB
Conference paper,u13yq2s5,2021-10-02,1599878,KTHB
Conference paper,u13yq2s5,2021-10-02,1599826,KTHB
Conference paper,u13yq2s5,2021-10-02,1599894,KTHB
Conference paper,u13yq2s5,2021-10-02,1599882,KTHB
Conference paper,u13yq2s5,2021-10-02,1599830,KTHB
Conference paper,u13yq2s5,2021-10-02,1599870,KTHB
Article in journal,u13yq2s5,2021-10-02,1599890,KTHB
Article in journal,u16g8mgc,2021-10-02,1599847,okänd
Conference paper,u13yq2s5,2021-10-02,1599884,KTHB
Article in journal,u13yq2s5,2021-10-02,1599860,KTHB
Article in journal,u13yq2s5,2021-10-02,1599886,KTHB
Conference paper,u13yq2s5,2021-10-02,1599880,KTHB
Article in journal,u13yq2s5,2021-10-02,1599827,KTHB
Chapter in book,u15hybsr,2021-10-02,1599837,okänd
Conference paper,u13yq2s5,2021-10-02,1599879,KTHB
Conference paper,u13yq2s5,2021-10-02,1599821,KTHB
Article in journal,u13yq2s5,2021-10-02,1599869,KTHB
Conference paper,u13yq2s5,2021-10-02,1599889,KTHB
Conference paper,u13yq2s5,2021-10-02,1599866,KTHB
Conference paper,u13yq2s5,2021-10-02,1599893,KTHB
Conference paper,u13yq2s5,2021-10-02,1599871,KTHB
Article in journal,u13yq2s5,2021-10-02,1599864,KTHB
Article in journal,u13yq2s5,2021-10-02,1599829,KTHB
Article in journal,u13yq2s5,2021-10-02,1599828,KTHB
Conference paper,u13yq2s5,2021-10-02,1599872,KTHB
Conference paper,u13yq2s5,2021-10-02,1599888,KTHB
Article in journal,u13yq2s5,2021-10-02,1599892,KTHB
Conference paper,u13yq2s5,2021-10-02,1599865,KTHB
Conference paper,u13yq2s5,2021-10-02,1599863,KTHB
Article in journal,u15hybsr,2021-10-02,1599839,okänd
Article in journal,u1np1q1c,2021-10-02,1599873,okänd
Article in journal,u13yq2s5,2021-10-02,1599820,KTHB
Conference paper,u13yq2s5,2021-10-03,1599923,KTHB
Conference paper,u13yq2s5,2021-10-03,1600001,KTHB
